material,Vset,Vreset,dt,endurance,latency,energy
Al2O3,3.5872507311852893,-3.7908374841851122,5.016142683774653e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.740607388101904,-3.681074982356405,5.0193250631834544e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6650657604101413,-3.8445751872039216,5.018189016362026e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.8021172775528784,-3.9031806649156615,5.018009704738034e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6707418407654364,-3.8506604437061336,5.0178483725797736e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.2343789868697834,-3.6374687878208483,5.019897342497571e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.614994213187556,-3.734573816279927,5.015914684405557e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.5262962724834965,-1.3197132452205276,5.013054805950222e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.5277398348924978,-1.1294045093305067,5.015772388093816e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.2710280801437825,-3.5813415426797306,5.015782673273505e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.5912240272012603,-3.7835622787428056,5.019923514454476e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.1142048401892595,-3.2596421508925957,5.0175507797729334e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.484481565585276,-3.7426090386493187,5.0182254996596474e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.7397677192667658,-3.5086536106583552,5.0192382944813094e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6238258835343213,-3.596643071901874,5.019262354635552e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.657404089273518,-3.785092667319368,5.018043421875742e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,1.3503455932323025,-3.7745806474088153,5.016711940940709e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
TiO2,3.6845102134433345,-3.6661275114817014,5.0190046883110327e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.343001172484083,-3.371007105320031,5.0197784282154485e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.3123565910863837,-3.643425062261547,5.017983472156902e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.2381466990775376,-3.5684681747551212,5.0172687091541535e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.2734854559611986,-3.6925933782286418,5.019247453013262e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.3176104682878176,-1.2865962899173464,5.016684396753237e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.6247858285355905,-3.756152072920577,5.016772290963761e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.4465270419440888,-1.3751939132419397,5.0178702972493164e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.64142096908782,-3.441321722634463,5.017550769875474e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.568623162813635,-1.302825660426214,5.016246276418675e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.766456543561133,-3.6972639524391173,5.0182961255179645e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.517241020650088,-0.9346908173748054,5.014500867834572e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,1.0930175655144236,-3.742146881783539,5.017870980769382e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.8650823225423894,-1.0351560909849558,5.0186822592201756e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.6242677831762027,-1.160695632960958,5.016408438394285e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.725115555513317,-0.954614944418188,5.0152484997443175e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,1.2926848912288296,-1.0625637515200514,5.016784353544284e-08,4112712.4947062405,8.01970031716337e-07,1.2076191435728134e-10
Al2O3,3.3337569888374015,-3.57821244815884,5.016683174671527e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.674745295412241,-3.835490254852047,5.018038432327363e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.261413720091568,-1.1636599391373954,5.016341539476683e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.798666168384731,-3.7776097483969053,5.0172746248997717e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.0486619852504153,-1.0435163955292217,5.0166897808201673e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
TiO2,3.539291498595624,-1.2358061743571418,5.0199765822547244e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.660804392159597,-3.772355584986893,5.016031383027072e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.7255918028620956,-3.7890430290841812,5.015579069251817e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.2763015660295263,-3.7512735777134303,5.020356414546087e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,1.0319834686728797,-1.2553443513694944,5.015114099714719e-08,9494787455.80712,1.0122100206899631e-06,6.163505643363987e-11
TiO2,3.770651467302115,-3.86743496736082,5.016494963158397e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6524027091184283,-3.781938760974839,5.01657351468571e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.8136989515702595,-3.7344194702151654,5.0179587874703695e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.2187564993317306,-3.5840865852133987,5.018509250193213e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.1597974798980895,-3.3772973659177734,5.019620834289045e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,1.4545722645431576,-1.476808057216163,5.020772053634899e-08,4112712.4947062405,8.01970031716337e-07,1.2076191435728134e-10
TiO2,3.9458401678933566,-3.979770579014403,5.0173467285523466e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.4410349817717292,-3.751804879785563,5.0149884283317054e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.597431014819338,-3.7414998277026026,5.0172479458802084e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.556887651324752,-3.592085735928711,5.018479542608311e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.5509816414385176,-3.5438045154971745,5.016500020538868e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,1.025404165153937,-3.845427974565045,5.0194351039221214e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
HfO2,1.1602822306710328,-3.667364007431353,5.017903514918454e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
Al2O3,3.3297783924566104,-1.3844274938325296,5.016635061815253e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,1.2341374315059552,-3.5309710079298853,5.01769549170029e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
Al2O3,3.6805804500409547,-3.869979274596814,5.014881166603208e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.314301560931302,-3.5560935559857727,5.0180147596183975e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6882322039383153,-3.60158886577011,5.0189541227139214e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.5090810426102648,-3.4950027310676397,5.0193139426564164e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.7599893634746904,-1.370550880680483,5.017422607378128e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.4858334971546894,-3.2342296239768356,5.0162230869809534e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,1.169201855853739,-3.688369488593252,5.0181405228797685e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
HfO2,3.731206747436276,-3.779836921156272,5.018467075113986e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.5061038278302723,-3.2468310263195788,5.018480999396672e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.654789254159059,-3.2664863805245843,5.0180622828245574e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.51061561380189,-3.6694551865285985,5.0197455778645657e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.624745501610363,-3.439470584229866,5.0147884517358105e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.191934451897166,-3.5637934678004846,5.018165841373195e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.390299503002086,-3.8319064375978833,5.0192034783919015e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.769299143712691,-3.76899657846341,5.0182093015631165e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.8256213008847233,-3.7647867155375647,5.017340693192598e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.4142422402371368,-3.5714481259841406,5.0184411386425003e-08,280235856.79527503,4.147120478137367e-07,3.134438403273876e-10
HfO2,1.293578598791082,-3.7053408464989164,5.016923217697488e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
HfO2,3.842281444814681,-3.536735709496936,5.018138042934066e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.6915084752618847,-3.835405461493547,5.0156302401481077e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.234175137766539,-3.2790200925575204,5.017521347974123e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.4780614349082466,-1.2921955752036367,5.014328109004002e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.6158117537030394,-3.6200910593800826,5.015358738856149e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.7655518248986857,-3.631082083683676,5.015174737490888e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.6790550591797144,-3.638196699480952,5.01838954697472e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.8262975208268255,-3.892635787051106,5.0165502431110495e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.44581332045001,-1.0258548451717182,5.016641737140711e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.231344274155279,-3.4166045484825682,5.017698294938215e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.8278004324747776,-3.7119213220400247,5.0174566495705245e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.6217500422316293,-1.3791455765098752,5.018615079741045e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.0889381843522843,-3.4451704637178295,5.016230917106928e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.4130250377015754,-3.6256465860115576,5.0164282498534604e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.379112822115248,-3.7013149948861552,5.018546641544019e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.410285308342986,-1.070608911114848,5.0166266985985797e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.6760799396297594,-3.7540020470637048,5.0167712911158725e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.46336841207692,-3.635114970427906,5.0168101475984135e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.2106336432512927,-3.6563969635955815,5.016593552595042e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.4360564872630937,-3.424022409245696,5.017555366711345e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.6706702895468535,-3.7491732045793866,5.0195417165588864e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.502513315425097,-3.4825330955598264,5.0198021372484976e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.615234767412735,-3.7431702266168876,5.018184328192829e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.321162090361865,-3.731386714327404,5.016254501046615e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.955241191647672,-3.969801485618071,5.019928655977076e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.511228771193643,-0.9993048520326759,5.018937639119135e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,1.042677043473702,-3.708806367690428,5.017894312945765e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,3.593055266376994,-3.361341278371671,5.016686250003753e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.428321282431547,-3.5396022483677334,5.0184446220766655e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.2920021423595047,-3.60411906891752,5.017673052360561e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.446651792815924,-1.0431175844102176,5.0197375612636094e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,1.2032106189232439,-3.686806861095003,5.015874868644221e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
HfO2,3.6719358830973388,-3.681399216359917,5.018734654518749e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,1.1836191784605286,-3.644348934471365,5.018273504795185e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
HfO2,3.616742529237105,-1.2376133659966482,5.018408860920444e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
HfO2,3.4346265842253896,-3.6889282426383017,5.0193729574741285e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.414807951500717,-3.398909564696069,5.020280542289405e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.3394844954201712,-3.6658301227290915,5.0163456521315596e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.600745662324309,-1.4628411564031873,5.0179061029501594e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,1.2964222829710403,-3.534766815797299,5.01809562610602e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,3.8389119335369672,-3.8174096081809727,5.01952024520476e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.6179871076708503,-1.0647008527271802,5.017483594750863e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,1.1511075638012935,-3.751699194086367,5.0172314794220266e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
HfO2,3.461265757019123,-1.3107784936064482,5.0184151968660406e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,1.1952198846963593,-3.8441342955051194,5.0160166939458284e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.139889860422892,-3.3153133046436545,5.018605905439945e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.4977468502145665,-1.228851496084208,5.017967880606119e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
HfO2,3.185667601998766,-3.4078393396211326,5.0176446554901305e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.7235202028984444,-3.7282884188917538,5.017161609313378e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.566121180732985,-1.1314075104771875,5.016974508991064e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.308028890918587,-3.3448033130387365,5.0205737629389226e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.4357403512440783,-3.4835646217995895,5.0171888502444345e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.80655302042003,-3.8379981798705067,5.017853862682016e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,1.1859869485836485,-3.7829838141460286,5.0164204830489484e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
Al2O3,3.2772114356805524,-3.3989089153842706,5.01762322659798e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.7473068020233935,-3.6827595557038557,5.0173168413557414e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6998436425785393,-3.5916091165663016,5.018454557078319e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6049065253764523,-3.6638496413824715,5.015752327149443e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.5312579783199736,-3.640367927194678,5.0191707930901054e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.4062828923508564,-3.645547686563002,5.018585497073864e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.661151716781756,-3.7862990065469444,5.018550005885758e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.642540839934375,-3.673490904408564,5.018260732846922e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.348369135182973,-3.419573911248572,5.017873236760997e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.322779856930781,-1.1089702421431573,5.020201928621866e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,2.9838530314062215,-3.2836672932237803,5.0214095499277327e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.8138482056592506,-3.7558061253033803,5.015712505580742e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.5255827521887184,-3.6244683151293096,5.019010934407494e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.7955485105555598,-3.857943246363239,5.017828581329432e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.4679540278529932,-3.346237868750982,5.015114913918048e-08,280235856.79527503,8.424105146787042e-08,3.733432590857788e-10
HfO2,3.742886033819401,-1.117262952791434,5.0186168872616364e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.4728547534210135,-3.5010414169393633,5.0172290413483654e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6263222980684784,-3.79798720192854,5.016063539503915e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.272117832005107,-3.828835150964288,5.0175088571326614e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,1.3713163351337407,-3.755457627695106,5.015454632220482e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.789001401750822,-3.9935656297832245,5.016330722343206e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.6411490958349217,-3.5509689851280024,5.0171542934539604e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.2830780495739225,-1.3647028436753077,5.021310755777785e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,0.9186102807757381,-0.978901433624801,5.0129072276600477e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
HfO2,3.367564086707884,-3.803716261608036,5.020175240235991e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.2324330371908665,-3.6874449223966383,5.017268087764905e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.531477958670414,-3.616824221844467,5.018819197150573e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.3366071738727143,-1.3650148621396125,5.015807437982004e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.5389014854037697,-1.3576904108702226,5.018137212448179e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.5557775159843077,-3.8472504479127743,5.017017384222657e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.4742141343584416,-1.1489080884559373,5.015306588470538e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.8230272295191696,-3.667411300093473,5.018251930050819e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.2303624178288242,-1.1975524455359294,5.0160308231230875e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
HfO2,3.482613486237266,-3.6774414455520605,5.01910123229995e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.3328111220071213,-3.5384074448961127,5.018058532247934e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.7639259212594434,-3.667636722644506,5.017173696974371e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.4992808253408887,-3.5682948738656775,5.016829435460001e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.290019078035991,-3.4418033758470665,5.018939144864809e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.3625692873067619,-3.250851001422073,5.016436446387107e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,1.3347702846574017,-1.321545793486862,5.018311672683418e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
Al2O3,3.3216800437186116,-3.5439499863815502,5.019135964641817e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,0.8543154378112277,-3.927861328632748,5.017812264669185e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.16785680919375,-3.38515465406563,5.0206308310791845e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.47746786492291,-3.7249972570791745,5.018347099777946e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.497935107012794,-3.6381610066403156,5.0199590853740536e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.510700002767046,-3.2956593502921203,5.01782116125555e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6648103659565656,-3.2790744781033108,5.017376862554021e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.4718916182701323,-3.598684255030488,5.017033365833782e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6490223448013808,-3.769030456413845,5.0179917076884115e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.2112737603570047,-3.521343895764973,5.016511610315155e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,0.9939034686286836,-3.789593904536107,5.016072433851853e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,1.4205418490107518,-3.6559162357602943,5.019731535772799e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.653358908743691,-3.798693201251517,5.018013734519045e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.151472990510322,-3.392903762907071,5.015063353270217e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.332950145497496,-3.681924069197562,5.0189189583326025e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,3.9193828865062263,-4.053134950569149,5.0151222065039155e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.670798856205389,-3.7911368636893776,5.01822158037245e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.2861657189473883,-3.553043591992774,5.0151649639216506e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.3173327036861748,-1.0186809525890514,5.0154730459553737e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
TiO2,3.734761324754391,-0.8762672708937203,5.016643702518012e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.2017627447684056,-1.400044798403512,5.0170440556385754e-08,63919970.06626337,1.239203584191273e-08,1.071441510167026e-09
HfO2,3.4895906160601626,-3.5111237170484744,5.0183381991679505e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.5511934894826958,-3.538838620528026,5.0158508271917946e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.5542994066898954,-3.4422745432134314,5.020904511797811e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.6247739630475824,-3.6912974059353596,5.017343446510102e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.8199021698692865,-1.1851776760875548,5.019321380694037e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.3746234512166033,-3.481939044193935,5.0177814875289954e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.7689816931672864,-3.7954721017627713,5.017806662271723e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.664000943170456,-1.2153394854889168,5.017951738807703e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,1.378665611058176,-3.569325146056847,5.0169676929722786e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,3.7965209264617803,-3.8012078582464226,5.016402403304742e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.2309570983143665,-3.2223875433843157,5.0204352842846583e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.500537850199396,-3.1551991119098055,5.017743440435911e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.834776258566025,-3.6778839657279234,5.018056590131205e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6067849939146566,-3.68756947197853,5.015966479164801e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.6225915273175984,-1.1923062197756158,5.017492083198304e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
HfO2,3.2814819696784463,-1.2900316016782023,5.01938142756655e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.556751777976345,-3.7357143428756974,5.017776246532766e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.705584353116559,-3.8276741910262153,5.015943708284921e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.668576625000221,-3.3436033879176557,5.018498104663227e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
